ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1
R_5cm6s512ABMpzSu,40-49,"$30,000 - $49,000",2,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,460
R_efUp8pmBAOyJbls,60 or older,"$0 - $9,999",4 or more,No,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,980
R_6ujDzpPy7o7k4fk,60 or older,"$30,000 - $49,000",4 or more,Yes,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,1960
R_8j4nG8V8kA6LNlk,40-49,"$0 - $9,999",1,Yes,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,320
R_9TQkRhI1sa9BlCC,50-59,"$110,000 or more",None,Yes,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1480
R_enhem4X7QjOARXo,60 or older,"$70,000 - $89,000",None,Yes,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,920
R_0GIE3TT9ur0h1hs,21-29,"$10,000 - $29,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,240
R_6gwYVT19O36nPCe,18-20,"$90,000 - $109,000",2,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,1120
R_8BNiRMxu6chJkma,30-39,"$110,000 or more",1,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,160
R_9XdWEQ4LDsFKAN8,30-39,"$30,000 - $49,000",4 or more,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,1420
R_e5I6uaYexiOCIrI,30-39,"$30,000 - $49,000",2,No,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,820
R_a4z2R6558wzvnWS,60 or older,"$110,000 or more",1,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,1300
R_6PzaJMzx9TH4haS,50-59,"$50,000 - $69,000",1,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,440
R_40YRoxSUjY42M8S,30-39,"$0 - $9,999",1,No,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,680
R_1NPXkbAfkMx9vaC,17 or younger,"$30,000 - $49,000",2,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,1680
R_0ikw0IBBXLQDEua,50-59,"$90,000 - $109,000",2,Yes,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,360
R_6fBTCztMaE4MS10,17 or younger,"$10,000 - $29,000",1,Yes,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,1180
R_bEhep2H4KbEYu0u,17 or younger,"$90,000 - $109,000",2,No,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,560
R_ahL6CnDuB4oc5L0,17 or younger,"$110,000 or more",4 or more,No,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,1320
R_1N9pSIDzRXlgax0,17 or younger,"$0 - $9,999",3,Yes,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,960
R_6MeIy7rTm8igthA,60 or older,"$90,000 - $109,000",None,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,1660
R_cAxLer3wKho2QvQ,30-39,"$30,000 - $49,000",1,No,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,1520
R_8qseB6gDrIUAFHE,50-59,"$50,000 - $69,000",1,Yes,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,20
R_9HsIM2IOjP9lc7I,21-29,"$10,000 - $29,000",None,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,1620
R_0wSmXWrEU4sYdbo,60 or older,"$10,000 - $29,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1500
R_dbUQuzstcilALxI,50-59,"$50,000 - $69,000",3,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,1000
R_0GGrS5XrzFGsER0,21-29,"$90,000 - $109,000",2,No,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,200
R_0r0yoIZamwT3eWW,21-29,"$0 - $9,999",2,Yes,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,1980
R_9moIie8hELCBMEe,50-59,"$0 - $9,999",1,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,660
R_cOszkeEJPL9CtBI,18-20,"$70,000 - $89,000",2,Yes,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,1900
R_cu15BJnHsoy1GcK,30-39,"$10,000 - $29,000",1,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,360
R_eVs9v3qCqIRDkkm,17 or younger,"$110,000 or more",4 or more,No,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1900
R_bdYUQg1UhaHVf4W,18-20,"$30,000 - $49,000",2,Yes,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,1300
R_3IPvIwWeD4n2M86,30-39,"$50,000 - $69,000",2,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,380
R_00wTgsZrbR1vYUu,50-59,"$70,000 - $89,000",4 or more,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1620
R_8CDH3PAcQjen0Y6,21-29,"$30,000 - $49,000",2,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,180
R_esVdGwgmBanh7OS,21-29,"$30,000 - $49,000",4 or more,No,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,1080
R_7VgK2oZ3xnwlYOi,21-29,"$30,000 - $49,000",1,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,980
R_8xgxIzBxe8HC4nQ,50-59,"$90,000 - $109,000",2,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,740
R_eeNo5fggWmde7BA,40-49,"$50,000 - $69,000",None,No,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,300
R_8AgkVOYb5aZwojc,18-20,"$30,000 - $49,000",None,No,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1240
R_eWG84oA6Le0kvqK,18-20,"$0 - $9,999",4 or more,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,460
R_9mJrh2bvXTR4KkS,30-39,"$70,000 - $89,000",2,No,Strongly agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,760
R_6fXAeShaaBCFmoS,21-29,"$10,000 - $29,000",4 or more,No,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1080
R_aeIO1vpZ41MWlqC,18-20,"$30,000 - $49,000",None,Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,1580
R_2nKR3XUZZMxpFDU,17 or younger,"$110,000 or more",None,No,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,860
R_ahMNZaQe6GUJZ0a,18-20,"$50,000 - $69,000",None,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,740
R_5asCitRKxEGtfSe,17 or younger,"$10,000 - $29,000",4 or more,Yes,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,1480
R_9LEU9GwrjA11XaS,40-49,"$50,000 - $69,000",4 or more,Yes,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,1880
R_cYlRiuk6oWDp8V0,60 or older,"$50,000 - $69,000",None,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,1100
R_2t3sPSXJL83QfdA,17 or younger,"$30,000 - $49,000",3,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,800
R_8G6P3D8gPBMMJZY,50-59,"$30,000 - $49,000",2,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1640
R_eFoYfRUHQFXvCf4,17 or younger,"$0 - $9,999",1,Yes,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,600
R_aWvRRjveOJO0610,60 or older,"$10,000 - $29,000",4 or more,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,1360
R_eRNRDKuk2NlynhY,21-29,"$70,000 - $89,000",3,Yes,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,120
R_1SxaQrB0zqd768S,30-39,"$90,000 - $109,000",1,Yes,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,800
R_6sP7nXgQ3qcPTIG,17 or younger,"$70,000 - $89,000",None,No,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,520
R_7QcxEm2DBopAIPs,18-20,"$90,000 - $109,000",None,Yes,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,580
R_brxbAkv1nh76gnA,60 or older,"$0 - $9,999",2,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,1580
R_2hnbuXszoUWRL0y,40-49,"$50,000 - $69,000",2,Yes,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,640
R_798NmoOaHlna1tc,21-29,"$110,000 or more",4 or more,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1220
R_diDVCbnT887CI7Q,18-20,"$30,000 - $49,000",4 or more,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,600
R_89dQYaOh65oHC0S,21-29,"$50,000 - $69,000",1,No,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,2000
R_7PUtQkW7fQMnMHA,18-20,"$90,000 - $109,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,200
R_4HhNIUDAvjhgQaG,18-20,"$30,000 - $49,000",1,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat agree,1200
R_cIy0zxTah9vd1f8,40-49,"$90,000 - $109,000",2,Yes,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1080
R_3n6qa8LcoQCHWRg,60 or older,"$110,000 or more",None,Yes,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,1800
R_dgnAtd61P2zvcwK,18-20,"$0 - $9,999",1,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,400
R_dlZWB94YncG5iGG,21-29,"$110,000 or more",2,No,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,260
R_0SXJGgtlNm6SQjY,40-49,"$0 - $9,999",1,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,540
R_50dspA8AkYsnFBQ,40-49,"$30,000 - $49,000",2,Yes,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,200
R_6yBKp4i6VuFRDue,60 or older,"$10,000 - $29,000",None,Yes,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,120
R_9Ns6IvQtUj9HLSK,17 or younger,"$30,000 - $49,000",3,No,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,1180
R_4Z4sMY5bXBhGtv0,50-59,"$90,000 - $109,000",None,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,180
R_cASFd14xxU01Nk2,50-59,"$30,000 - $49,000",4 or more,No,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,1200
R_cZshpM6xYE778mG,40-49,"$70,000 - $89,000",4 or more,Yes,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,1260
R_2tT1P5J2AAHP1Ii,40-49,"$50,000 - $69,000",1,No,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat disagree,1700
R_eXMjR37GbDZ9FpY,21-29,"$30,000 - $49,000",2,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,240
R_2ua7FSF0APhaYcu,18-20,"$10,000 - $29,000",1,No,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,880
R_0ezqhgK2eR1GaDs,18-20,"$90,000 - $109,000",3,No,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,400
R_9naMXpuhdYkHAUe,21-29,"$30,000 - $49,000",1,No,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,1060
R_2bHD3MA2gslflUq,40-49,"$90,000 - $109,000",2,Yes,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,1000
R_3eJkZBN6qhj0vKC,17 or younger,"$10,000 - $29,000",3,Yes,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,1540
R_3DCQ6rtbDMcPWFo,60 or older,"$70,000 - $89,000",3,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,1960
R_50x1PM2ceP7Abjw,21-29,"$0 - $9,999",1,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1540
R_3wm1kY07cZuf0NM,50-59,"$0 - $9,999",3,No,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,1480
R_3DhwbT68df7D6aW,30-39,"$110,000 or more",3,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,1900
R_6zBYMLYgT69OxZc,18-20,"$0 - $9,999",2,Yes,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree,180
R_3xxveCDVJZe6Dga,60 or older,"$0 - $9,999",None,Yes,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,1060
R_4SN8oea406v5E6W,18-20,"$0 - $9,999",1,No,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,120
R_0UmL0UcRbJ6Z7Se,18-20,"$70,000 - $89,000",4 or more,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,260
R_9vIpqpS381sA3hI,18-20,"$30,000 - $49,000",3,Yes,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,1740
R_d3WhnOeyQKGYzwa,50-59,"$90,000 - $109,000",None,Yes,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,1840
R_4OpWcZEjNeu7LsG,18-20,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,1600
