StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 12:58:09,2023-11-22 12:58:09,Survey Test,*******,100,0,True,2023-11-22 12:58:09,R_71WgCOu3jnticey,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",3,No,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2023-11-22 12:58:09,2023-11-22 12:58:09,Survey Test,*******,100,0,True,2023-11-22 12:58:09,R_3L4LEMbzWDPPiT4,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",None,No,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-11-22 12:58:09,2023-11-22 12:58:09,Survey Test,*******,100,0,True,2023-11-22 12:58:09,R_9mEN5NhLaYK8GmW,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-11-22 12:58:09,2023-11-22 12:58:09,Survey Test,*******,100,0,True,2023-11-22 12:58:09,R_3QTKkyDC6XqrHw2,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",2,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:58:09,2023-11-22 12:58:09,Survey Test,*******,100,0,True,2023-11-22 12:58:10,R_7P46E2NQ951Njoi,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",1,Yes,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:58:10,2023-11-22 12:58:10,Survey Test,*******,100,0,True,2023-11-22 12:58:10,R_9RdeyCwcdTJOhyS,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",None,No,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2023-11-22 12:58:10,2023-11-22 12:58:10,Survey Test,*******,100,0,True,2023-11-22 12:58:10,R_a3QWEfEv9tda6vs,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",None,No,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree
2023-11-22 12:58:10,2023-11-22 12:58:10,Survey Test,*******,100,0,True,2023-11-22 12:58:10,R_cYhi56F8J26IRqS,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",None,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:58:10,2023-11-22 12:58:10,Survey Test,*******,100,0,True,2023-11-22 12:58:10,R_2iyIWo6FsoGUDm6,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",4 or more,No,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-11-22 12:58:10,2023-11-22 12:58:10,Survey Test,*******,100,0,True,2023-11-22 12:58:11,R_0CHlY15RPVVc0NE,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",1,Yes,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:58:11,2023-11-22 12:58:11,Survey Test,*******,100,0,True,2023-11-22 12:58:11,R_eScL4mcypVH6vSC,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",3,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 12:58:11,2023-11-22 12:58:11,Survey Test,*******,100,0,True,2023-11-22 12:58:11,R_efA8wubDsqTCbQi,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",None,Yes,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree
2023-11-22 12:58:11,2023-11-22 12:58:11,Survey Test,*******,100,0,True,2023-11-22 12:58:11,R_0ijZENuRu1yRyaa,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",3,Yes,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:58:11,2023-11-22 12:58:11,Survey Test,*******,100,0,True,2023-11-22 12:58:11,R_ehRlr5mIaWIQajQ,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",2,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 12:58:12,2023-11-22 12:58:12,Survey Test,*******,100,0,True,2023-11-22 12:58:12,R_8HRAEIcN9iJYVRI,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",1,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree
2023-11-22 12:58:12,2023-11-22 12:58:12,Survey Test,*******,100,0,True,2023-11-22 12:58:12,R_bORCv6ZuZtwWSYC,*******,*******,*******,*******,*******,*******,test,,18-20,"$70,000 - $89,000",1,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:58:12,2023-11-22 12:58:12,Survey Test,*******,100,0,True,2023-11-22 12:58:12,R_agWqPmkYI1HcqMu,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",2,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree
2023-11-22 12:58:12,2023-11-22 12:58:12,Survey Test,*******,100,0,True,2023-11-22 12:58:12,R_8jGHdhCq6YrHZJA,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:58:12,2023-11-22 12:58:12,Survey Test,*******,100,0,True,2023-11-22 12:58:12,R_7agAf0KxFek8e0u,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",3,Yes,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree
2023-11-22 12:58:13,2023-11-22 12:58:13,Survey Test,*******,100,0,True,2023-11-22 12:58:13,R_9BTYPolFFnx87Hw,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",2,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
2023-11-22 12:58:13,2023-11-22 12:58:13,Survey Test,*******,100,0,True,2023-11-22 12:58:13,R_eRSckLQQNYTHut0,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",None,No,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree
2023-11-22 12:58:13,2023-11-22 12:58:13,Survey Test,*******,100,0,True,2023-11-22 12:58:13,R_cHcxx5usd2bQ8Si,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",1,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree
2023-11-22 12:58:13,2023-11-22 12:58:13,Survey Test,*******,100,0,True,2023-11-22 12:58:13,R_ezhBJmrbXxK12T4,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",4 or more,No,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree
2023-11-22 12:58:13,2023-11-22 12:58:13,Survey Test,*******,100,0,True,2023-11-22 12:58:14,R_9sM3NSqYNjPdZUG,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",1,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree
2023-11-22 12:58:14,2023-11-22 12:58:14,Survey Test,*******,100,0,True,2023-11-22 12:58:14,R_8AgeBd6Q20QjmAu,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",1,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:58:14,2023-11-22 12:58:14,Survey Test,*******,100,0,True,2023-11-22 12:58:14,R_2sZeX5UgtdQaer4,*******,*******,*******,*******,*******,*******,test,,40-49,"$10,000 - $29,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree
2023-11-22 12:58:14,2023-11-22 12:58:14,Survey Test,*******,100,0,True,2023-11-22 12:58:14,R_4VLxDAK7ev2grWu,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",2,Yes,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:58:14,2023-11-22 12:58:14,Survey Test,*******,100,0,True,2023-11-22 12:58:14,R_eeNNPao9cIqQftk,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",None,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:58:14,2023-11-22 12:58:14,Survey Test,*******,100,0,True,2023-11-22 12:58:15,R_3lN1lARfjX2uN6e,*******,*******,*******,*******,*******,*******,test,,18-20,"$70,000 - $89,000",2,No,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:58:15,2023-11-22 12:58:15,Survey Test,*******,100,0,True,2023-11-22 12:58:15,R_1AkIbSy04auDxqu,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",3,Yes,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree
2023-11-22 12:58:15,2023-11-22 12:58:15,Survey Test,*******,100,0,True,2023-11-22 12:58:15,R_57Pm4QbY9FAw7k2,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",3,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:58:15,2023-11-22 12:58:15,Survey Test,*******,100,0,True,2023-11-22 12:58:15,R_bBnmPP2E7EnVqLA,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",2,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree
2023-11-22 12:58:15,2023-11-22 12:58:15,Survey Test,*******,100,0,True,2023-11-22 12:58:15,R_cU7vMzbQtMvU03I,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",4 or more,No,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:58:16,2023-11-22 12:58:16,Survey Test,*******,100,0,True,2023-11-22 12:58:16,R_eh79wWXcrfb2LJQ,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",None,Yes,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree
2023-11-22 12:58:16,2023-11-22 12:58:16,Survey Test,*******,100,0,True,2023-11-22 12:58:16,R_9yT6z5ZuNLfgMEm,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",4 or more,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree
2023-11-22 12:58:16,2023-11-22 12:58:16,Survey Test,*******,100,0,True,2023-11-22 12:58:16,R_4Ynpk1YnV4WkUC2,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",3,Yes,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree
2023-11-22 12:58:16,2023-11-22 12:58:16,Survey Test,*******,100,0,True,2023-11-22 12:58:16,R_e3SXnbbK1T7M3Fc,*******,*******,*******,*******,*******,*******,test,,21-29,"$0 - $9,999",3,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:58:16,2023-11-22 12:58:16,Survey Test,*******,100,0,True,2023-11-22 12:58:16,R_6EbnJ5iUhAoSdzo,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",1,No,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 12:58:17,2023-11-22 12:58:17,Survey Test,*******,100,0,True,2023-11-22 12:58:17,R_2lR5lplGrb5sA86,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",2,No,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:58:17,2023-11-22 12:58:17,Survey Test,*******,100,0,True,2023-11-22 12:58:17,R_bEoCpt7cUL6Yxhk,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",1,Yes,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:58:17,2023-11-22 12:58:17,Survey Test,*******,100,0,True,2023-11-22 12:58:17,R_1RhVF4gjGp8jQEe,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",None,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:58:17,2023-11-22 12:58:17,Survey Test,*******,100,0,True,2023-11-22 12:58:17,R_a5ezXp8HtQGnqbs,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",2,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree
2023-11-22 12:58:17,2023-11-22 12:58:18,Survey Test,*******,100,1,True,2023-11-22 12:58:18,R_6GbZo7mJTZ9x6S2,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",2,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:58:18,2023-11-22 12:58:18,Survey Test,*******,100,0,True,2023-11-22 12:58:18,R_aUYuP6AlKoWvv94,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",4 or more,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-11-22 12:58:18,2023-11-22 12:58:18,Survey Test,*******,100,0,True,2023-11-22 12:58:18,R_1GmmcEkhY2dwFf0,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",None,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:58:18,2023-11-22 12:58:18,Survey Test,*******,100,0,True,2023-11-22 12:58:18,R_8AfSeIYakPlveOa,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",2,No,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 12:58:18,2023-11-22 12:58:18,Survey Test,*******,100,0,True,2023-11-22 12:58:18,R_9mmLrgV6SVCDn5Y,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",1,Yes,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree
2023-11-22 12:58:18,2023-11-22 12:58:19,Survey Test,*******,100,1,True,2023-11-22 12:58:19,R_3EQ1N8GfM9bYFmK,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",2,Yes,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:58:19,2023-11-22 12:58:19,Survey Test,*******,100,0,True,2023-11-22 12:58:19,R_2f56Tv45rhvjJtA,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",1,No,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree
2023-11-22 12:58:19,2023-11-22 12:58:19,Survey Test,*******,100,0,True,2023-11-22 12:58:19,R_eqDU2iH5E9ws2Am,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,No,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree
2023-11-22 12:58:19,2023-11-22 12:58:19,Survey Test,*******,100,0,True,2023-11-22 12:58:19,R_8wdt7IR0nlWIX4i,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",2,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:58:19,2023-11-22 12:58:19,Survey Test,*******,100,0,True,2023-11-22 12:58:19,R_etSvmQEpQa2JODA,*******,*******,*******,*******,*******,*******,test,,40-49,"$70,000 - $89,000",1,No,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree
2023-11-22 12:58:20,2023-11-22 12:58:20,Survey Test,*******,100,0,True,2023-11-22 12:58:20,R_88NDwTwwzPtHu4e,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",3,Yes,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-11-22 12:58:20,2023-11-22 12:58:20,Survey Test,*******,100,0,True,2023-11-22 12:58:20,R_0rhqsV8p4pi8AiG,*******,*******,*******,*******,*******,*******,test,,18-20,"$70,000 - $89,000",3,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree
2023-11-22 12:58:20,2023-11-22 12:58:20,Survey Test,*******,100,0,True,2023-11-22 12:58:20,R_b9FqmY37FQedE8e,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",4 or more,Yes,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree
2023-11-22 12:58:20,2023-11-22 12:58:20,Survey Test,*******,100,0,True,2023-11-22 12:58:20,R_b87StkA4XhxdRGe,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",3,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree
